geo_name,date_year,date_month,vessel_type,total,ships_from_ukraine,ships_from_russia,ships_through_suez,ships_through_bosphorus,longitude,latitude,iso2,date
UST-DUNAISK (UA),2019,2,Tanker,3,3,1,0,2,29.7,45.466667,UA,2019-02-01
YALTA (UA),2019,2,Tanker,2,2,2,0,2,34.166667,44.483333,UA,2019-02-01
YUZHNYY (UA),2019,2,Tanker,39,39,6,6,25,31.016667,46.6,UA,2019-02-01
Bosphorus (TR),2019,3,Cargo,1379,685,620,82,1379,29.07183305,41.11833286,Bosphorus Strait,2019-03-01
Bosphorus (TR),2019,3,Tanker,423,78,286,26,423,29.07183305,41.11833286,Bosphorus Strait,2019-03-01
DJIBOUTI (DJ),2019,3,Cargo,3,1,0,2,2,43.133333,11.6,DJ,2019-03-01
DORALEH (DJ),2019,3,Cargo,115,3,2,17,7,43.083333,11.6,DJ,2019-03-01
DJIBOUTI (DJ),2019,3,Tanker,1,0,0,0,0,43.133333,11.6,DJ,2019-03-01
DORALEH (DJ),2019,3,Tanker,30,1,1,1,1,43.083333,11.6,DJ,2019-03-01
AIN SUKHNA TERMINAL (EG),2019,3,Cargo,7,0,0,2,2,32.366667,29.583333,EG,2019-03-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2019,3,Cargo,293,38,53,14,99,29.833333,31.166667,EG,2019-03-01
AL QUSAYR (EG),2019,3,Cargo,1,0,0,0,0,34.283333,26.1,EG,2019-03-01
AS SUWAYS (EG),2019,3,Cargo,542,38,24,249,79,32.55,29.966667,EG,2019-03-01
BUR SAFAGA (EG),2019,3,Cargo,13,1,1,3,2,33.95,26.733333,EG,2019-03-01
BUR SAID (PORT SAID) (EG),2019,3,Cargo,612,80,31,342,129,32.3,31.266667,EG,2019-03-01
DAMIETTA (EG),2019,3,Cargo,205,46,37,24,79,31.75,31.483333,EG,2019-03-01
EL GHARDAQA (EG),2019,3,Cargo,1,0,0,0,0,33.85,27.216667,EG,2019-03-01
EL HAMRA OIL TERMINAL (EG),2019,3,Cargo,1,0,0,0,0,28.866667,30.983333,EG,2019-03-01
EL ISMAILIYA (EG),2019,3,Cargo,118,25,11,79,47,32.283333,30.583333,EG,2019-03-01
EL MAADIYA (EG),2019,3,Cargo,211,38,34,6,76,30.15,31.266667,EG,2019-03-01
EL TUR HARBOR (EG),2019,3,Cargo,1,0,0,1,0,33.616667,28.233333,EG,2019-03-01
EL-ADABIYA (EG),2019,3,Cargo,37,2,0,9,5,32.466667,29.866667,EG,2019-03-01
NUWEIBA EL MUZEIMA (EG),2019,3,Cargo,5,1,1,1,1,34.65,28.966667,EG,2019-03-01
RAS ABU ZANIMAH (EG),2019,3,Cargo,3,0,0,1,0,33.116667,29.033333,EG,2019-03-01
RAS GHARIB (EG),2019,3,Cargo,3,0,0,2,1,33.1,28.35,EG,2019-03-01
RAS SHUKHIER (EG),2019,3,Cargo,6,1,0,3,3,33.283333,28.133333,EG,2019-03-01
RAS SUDR (EG),2019,3,Cargo,1,0,0,0,0,32.7,29.583333,EG,2019-03-01
SHARM EL SHEIKH (EG),2019,3,Cargo,1,0,0,1,0,34.283333,27.85,EG,2019-03-01
SIDI KERIR (KURAYR) (EG),2019,3,Cargo,2,0,0,0,0,29.616667,31.1,EG,2019-03-01
WADI FEIRAN (EG),2019,3,Cargo,3,0,0,1,2,33.2,28.75,EG,2019-03-01
ZAFARANA TERMINAL (EG),2019,3,Cargo,9,0,0,5,3,32.683333,29.166667,EG,2019-03-01
ZEIT BAY LPG TERMINAL (EG),2019,3,Cargo,3,0,0,1,1,33.566667,27.8,EG,2019-03-01
AIN SUKHNA TERMINAL (EG),2019,3,Tanker,27,0,1,4,1,32.366667,29.583333,EG,2019-03-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2019,3,Tanker,80,2,20,8,30,29.833333,31.166667,EG,2019-03-01
AS SUWAYS (EG),2019,3,Tanker,341,9,15,129,31,32.55,29.966667,EG,2019-03-01
BUR SAID (PORT SAID) (EG),2019,3,Tanker,253,17,38,121,59,32.3,31.266667,EG,2019-03-01
DAMIETTA (EG),2019,3,Tanker,12,2,4,0,6,31.75,31.483333,EG,2019-03-01
EAST ZEIT TERMINAL (EG),2019,3,Tanker,1,0,0,1,0,33.6,27.85,EG,2019-03-01
EL HAMRA OIL TERMINAL (EG),2019,3,Tanker,5,0,0,0,0,28.866667,30.983333,EG,2019-03-01
EL ISMAILIYA (EG),2019,3,Tanker,50,5,3,32,9,32.283333,30.583333,EG,2019-03-01
EL MAADIYA (EG),2019,3,Tanker,10,1,0,0,1,30.15,31.266667,EG,2019-03-01
EL TUR HARBOR (EG),2019,3,Tanker,1,0,0,1,0,33.616667,28.233333,EG,2019-03-01
EL-ADABIYA (EG),2019,3,Tanker,24,0,1,6,1,32.466667,29.866667,EG,2019-03-01
RAS ABU ZANIMAH (EG),2019,3,Tanker,4,0,0,0,0,33.116667,29.033333,EG,2019-03-01
RAS GHARIB (EG),2019,3,Tanker,5,0,1,4,1,33.1,28.35,EG,2019-03-01
RAS SHUKHIER (EG),2019,3,Tanker,9,0,1,5,1,33.283333,28.133333,EG,2019-03-01
RAS SUDR (EG),2019,3,Tanker,1,0,0,0,0,32.7,29.583333,EG,2019-03-01
SIDI KERIR (KURAYR) (EG),2019,3,Tanker,3,0,1,1,2,29.616667,31.1,EG,2019-03-01
WADI FEIRAN (EG),2019,3,Tanker,11,0,1,5,1,33.2,28.75,EG,2019-03-01
ZAFARANA TERMINAL (EG),2019,3,Tanker,7,0,1,4,1,32.683333,29.166667,EG,2019-03-01
ZEIT BAY LPG TERMINAL (EG),2019,3,Tanker,3,0,0,2,0,33.566667,27.8,EG,2019-03-01
ZEIT BAY TERMINAL (EG),2019,3,Tanker,1,0,0,1,0,33.6,27.833333,EG,2019-03-01
KILIFI (KE),2019,3,Cargo,1,0,0,0,0,39.866667,-3.633333,KE,2019-03-01
LAMU (KE),2019,3,Cargo,2,0,0,0,0,40.9,-2.266667,KE,2019-03-01
MALINDI (KE),2019,3,Cargo,2,0,0,0,0,40.133333,-3.216667,KE,2019-03-01
MOMBASA (KE),2019,3,Cargo,122,0,3,4,2,39.666667,-4.066667,KE,2019-03-01
MOMBASA (KE),2019,3,Tanker,35,0,1,1,0,39.666667,-4.066667,KE,2019-03-01
BEIRA (MZ),2019,3,Cargo,43,0,3,0,1,34.833333,-19.833333,MZ,2019-03-01
IBO (MZ),2019,3,Cargo,1,0,0,0,0,40.616667,-12.333333,MZ,2019-03-01
MAPUTO (MZ),2019,3,Cargo,92,0,4,4,1,32.583333,-25.966667,MZ,2019-03-01
NACALA (MZ),2019,3,Cargo,40,0,1,0,1,40.666667,-14.533333,MZ,2019-03-01
PEMBA (MZ),2019,3,Cargo,5,0,0,0,0,40.5,-12.966667,MZ,2019-03-01
QUELIMANE (MZ),2019,3,Cargo,2,0,1,0,0,36.883333,-17.883333,MZ,2019-03-01
BEIRA (MZ),2019,3,Tanker,11,0,0,0,0,34.833333,-19.833333,MZ,2019-03-01
MAPUTO (MZ),2019,3,Tanker,20,0,1,1,0,32.583333,-25.966667,MZ,2019-03-01
NACALA (MZ),2019,3,Tanker,14,0,0,0,0,40.666667,-14.533333,MZ,2019-03-01
PEMBA (MZ),2019,3,Tanker,1,0,0,0,0,40.5,-12.966667,MZ,2019-03-01
QUELIMANE (MZ),2019,3,Tanker,2,0,0,0,0,36.883333,-17.883333,MZ,2019-03-01
AZOV (RU),2019,3,Cargo,144,31,144,0,104,39.433333,47.1,RU,2019-03-01
GELENDZHIK (RU),2019,3,Cargo,2,1,2,0,1,38.066667,44.55,RU,2019-03-01
KAVKAZ OIL TERMINAL (RU),2019,3,Cargo,443,150,443,6,330,36.65,45.333333,RU,2019-03-01
NOVOROSSIYSK (RU),2019,3,Cargo,264,70,264,12,210,37.783333,44.716667,RU,2019-03-01
ROSTOV-NA-DONU (RU),2019,3,Cargo,225,56,225,0,163,39.716667,47.166667,RU,2019-03-01
TAGANROG (RU),2019,3,Cargo,168,45,168,0,135,38.95,47.2,RU,2019-03-01
TEMRYUK (RU),2019,3,Cargo,53,11,53,1,35,37.35,45.35,RU,2019-03-01
TUAPSE (RU),2019,3,Cargo,58,16,58,1,43,39.066667,44.1,RU,2019-03-01
YEYSK (RU),2019,3,Cargo,72,19,72,0,54,38.266667,46.733333,RU,2019-03-01
ANAPA (RU),2019,3,Tanker,4,2,4,0,0,37.316667,44.883333,RU,2019-03-01
AZOV (RU),2019,3,Tanker,28,4,28,0,11,39.433333,47.1,RU,2019-03-01
KAVKAZ OIL TERMINAL (RU),2019,3,Tanker,205,33,205,3,109,36.65,45.333333,RU,2019-03-01
NOVOROSSIYSK (RU),2019,3,Tanker,205,12,205,10,153,37.783333,44.716667,RU,2019-03-01
ROSTOV-NA-DONU (RU),2019,3,Tanker,48,4,48,0,18,39.716667,47.166667,RU,2019-03-01
SOCHI (RU),2019,3,Tanker,2,0,2,0,1,39.733333,43.583333,RU,2019-03-01
TAGANROG (RU),2019,3,Tanker,31,1,31,0,10,38.95,47.2,RU,2019-03-01
TEMRYUK (RU),2019,3,Tanker,51,10,51,1,29,37.35,45.35,RU,2019-03-01
TUAPSE (RU),2019,3,Tanker,47,0,47,0,25,39.066667,44.1,RU,2019-03-01
YEYSK (RU),2019,3,Tanker,17,3,17,0,7,38.266667,46.733333,RU,2019-03-01
AL KHAIR OIL TERMINAL (SD),2019,3,Cargo,56,0,4,6,6,37.25,19.583333,SD,2019-03-01
BESHAYER OIL TERMINAL (SD),2019,3,Cargo,9,0,0,0,0,37.316667,19.4,SD,2019-03-01
SAWAKIN HARBOR (SD),2019,3,Cargo,3,0,0,0,0,37.35,19.133333,SD,2019-03-01
AL KHAIR OIL TERMINAL (SD),2019,3,Tanker,23,1,2,4,1,37.25,19.583333,SD,2019-03-01
Suez (EG),2019,3,Cargo,447,46,27,447,74,32.355877,30.44337,Suez Canal,2019-03-01
Suez (EG),2019,3,Tanker,182,8,15,182,27,32.355877,30.44337,Suez Canal,2019-03-01
DAR ES SALAAM (TZ),2019,3,Cargo,2,0,0,0,0,39.3,-6.816667,TZ,2019-03-01
KILWA KIVINJE (TZ),2019,3,Cargo,1,1,1,0,1,39.416667,-8.733333,TZ,2019-03-01
MIKINDANI (TZ),2019,3,Cargo,1,0,0,0,0,40.133333,-10.266667,TZ,2019-03-01
MJIMWEMA TERMINAL (TZ),2019,3,Cargo,89,0,2,4,2,39.366667,-6.816667,TZ,2019-03-01
TANGA (TZ),2019,3,Cargo,2,0,1,0,1,39.116667,-5.083333,TZ,2019-03-01
ZANZIBAR (TZ),2019,3,Cargo,15,0,0,0,0,39.183333,-6.166667,TZ,2019-03-01
MJIMWEMA TERMINAL (TZ),2019,3,Tanker,20,0,0,0,0,39.366667,-6.816667,TZ,2019-03-01
ZANZIBAR (TZ),2019,3,Tanker,1,0,0,0,0,39.183333,-6.166667,TZ,2019-03-01
ALUSHTA (UA),2019,3,Cargo,3,3,3,0,3,34.416667,44.683333,UA,2019-03-01
BELGOROD-DNESTROVSKY (UA),2019,3,Cargo,6,6,4,0,5,30.366667,46.183333,UA,2019-03-01
BERDYANSK (UA),2019,3,Cargo,10,10,8,0,8,36.783333,46.75,UA,2019-03-01
CHORNOMORS KE (UA),2019,3,Cargo,7,7,0,1,1,32.7,45.516667,UA,2019-03-01
DNIPRO-BUZKYY (UA),2019,3,Cargo,22,22,1,0,16,31.883333,46.733333,UA,2019-03-01
FEODOSIYA (UA),2019,3,Cargo,1,1,1,0,1,35.433333,45.016667,UA,2019-03-01
HENICHESK (UA),2019,3,Cargo,2,2,1,0,1,34.816667,46.166667,UA,2019-03-01
ILLICHIVSK (UA),2019,3,Cargo,236,236,37,28,187,30.65,46.3,UA,2019-03-01
IZMAYIL (UA),2019,3,Cargo,100,100,19,0,56,28.85,45.333333,UA,2019-03-01
KERCH (UA),2019,3,Cargo,5,5,5,0,5,36.483333,45.35,UA,2019-03-01
KHERSON (UA),2019,3,Cargo,109,109,20,1,62,32.6,46.616667,UA,2019-03-01
KHORLY (UA),2019,3,Cargo,1,1,0,0,0,33.283333,46.083333,UA,2019-03-01
MARIUPOL (UA),2019,3,Cargo,62,62,54,0,50,37.566667,47.083333,UA,2019-03-01
MYKOLAYIV (UA),2019,3,Cargo,181,181,36,9,147,31.983333,46.95,UA,2019-03-01
ODESA (UA),2019,3,Cargo,48,48,7,7,43,30.733333,46.483333,UA,2019-03-01
RENI (UA),2019,3,Cargo,123,123,26,0,73,28.3,45.433333,UA,2019-03-01
SEVASTOPOL (UA),2019,3,Cargo,3,3,1,0,0,33.533333,44.616667,UA,2019-03-01
SUDAK (UA),2019,3,Cargo,4,4,3,0,3,34.983333,44.85,UA,2019-03-01
UST-DUNAISK (UA),2019,3,Cargo,24,24,11,0,14,29.7,45.466667,UA,2019-03-01
YALTA (UA),2019,3,Cargo,6,6,5,0,3,34.166667,44.483333,UA,2019-03-01
YUZHNYY (UA),2019,3,Cargo,241,241,44,19,206,31.016667,46.6,UA,2019-03-01
DNIPRO-BUZKYY (UA),2019,3,Tanker,3,3,0,0,2,31.883333,46.733333,UA,2019-03-01
ILLICHIVSK (UA),2019,3,Tanker,25,25,6,1,20,30.65,46.3,UA,2019-03-01
IZMAYIL (UA),2019,3,Tanker,7,7,1,0,3,28.85,45.333333,UA,2019-03-01
KERCH (UA),2019,3,Tanker,5,5,5,0,0,36.483333,45.35,UA,2019-03-01
KHERSON (UA),2019,3,Tanker,9,9,1,0,4,32.6,46.616667,UA,2019-03-01
MARIUPOL (UA),2019,3,Tanker,5,5,5,0,4,37.566667,47.083333,UA,2019-03-01
MYKOLAYIV (UA),2019,3,Tanker,32,32,2,3,20,31.983333,46.95,UA,2019-03-01
ODESA (UA),2019,3,Tanker,12,12,1,3,11,30.733333,46.483333,UA,2019-03-01
RENI (UA),2019,3,Tanker,15,15,5,0,6,28.3,45.433333,UA,2019-03-01
SEVASTOPOL (UA),2019,3,Tanker,1,1,1,0,0,33.533333,44.616667,UA,2019-03-01
UST-DUNAISK (UA),2019,3,Tanker,2,2,0,0,0,29.7,45.466667,UA,2019-03-01
YUZHNYY (UA),2019,3,Tanker,44,44,10,5,34,31.016667,46.6,UA,2019-03-01
Bosphorus (TR),2019,4,Cargo,1290,627,609,69,1290,29.07183305,41.11833286,Bosphorus Strait,2019-04-01
Bosphorus (TR),2019,4,Tanker,364,77,238,29,364,29.07183305,41.11833286,Bosphorus Strait,2019-04-01
DJIBOUTI (DJ),2019,4,Cargo,4,0,0,0,1,43.133333,11.6,DJ,2019-04-01
DORALEH (DJ),2019,4,Cargo,91,6,3,21,13,43.083333,11.6,DJ,2019-04-01
DORALEH (DJ),2019,4,Tanker,28,0,1,1,1,43.083333,11.6,DJ,2019-04-01
AIN SUKHNA TERMINAL (EG),2019,4,Cargo,11,2,2,7,3,32.366667,29.583333,EG,2019-04-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2019,4,Cargo,276,42,52,6,92,29.833333,31.166667,EG,2019-04-01
AL QUSAYR (EG),2019,4,Cargo,4,0,0,1,0,34.283333,26.1,EG,2019-04-01
AS SUWAYS (EG),2019,4,Cargo,540,46,26,252,72,32.55,29.966667,EG,2019-04-01
BUR SAFAGA (EG),2019,4,Cargo,17,2,2,2,2,33.95,26.733333,EG,2019-04-01
BUR SAID (PORT SAID) (EG),2019,4,Cargo,615,78,50,311,130,32.3,31.266667,EG,2019-04-01
DAMIETTA (EG),2019,4,Cargo,200,37,43,17,80,31.75,31.483333,EG,2019-04-01
EAST ZEIT TERMINAL (EG),2019,4,Cargo,3,1,1,2,1,33.6,27.85,EG,2019-04-01
EL ISMAILIYA (EG),2019,4,Cargo,145,23,15,87,42,32.283333,30.583333,EG,2019-04-01
EL MAADIYA (EG),2019,4,Cargo,213,32,35,4,74,30.15,31.266667,EG,2019-04-01
EL-ADABIYA (EG),2019,4,Cargo,30,3,3,6,5,32.466667,29.866667,EG,2019-04-01
HAMRAWEIN (EG),2019,4,Cargo,1,0,0,0,0,34.2,26.25,EG,2019-04-01
NUWEIBA EL MUZEIMA (EG),2019,4,Cargo,4,0,0,1,1,34.65,28.966667,EG,2019-04-01
RAS ABU ZANIMAH (EG),2019,4,Cargo,3,0,0,1,0,33.116667,29.033333,EG,2019-04-01
RAS GHARIB (EG),2019,4,Cargo,6,1,2,2,3,33.1,28.35,EG,2019-04-01
RAS SHUKHIER (EG),2019,4,Cargo,9,1,2,5,3,33.283333,28.133333,EG,2019-04-01
SHARM EL SHEIKH (EG),2019,4,Cargo,3,0,0,1,1,34.283333,27.85,EG,2019-04-01
SIDI KERIR (KURAYR) (EG),2019,4,Cargo,2,0,1,0,1,29.616667,31.1,EG,2019-04-01
WADI FEIRAN (EG),2019,4,Cargo,6,0,1,1,2,33.2,28.75,EG,2019-04-01
ZAFARANA TERMINAL (EG),2019,4,Cargo,10,1,2,4,3,32.683333,29.166667,EG,2019-04-01
ZEIT BAY LPG TERMINAL (EG),2019,4,Cargo,6,1,1,3,1,33.566667,27.8,EG,2019-04-01
ZEIT BAY TERMINAL (EG),2019,4,Cargo,2,1,1,2,1,33.6,27.833333,EG,2019-04-01
AIN SUKHNA TERMINAL (EG),2019,4,Tanker,22,0,1,5,1,32.366667,29.583333,EG,2019-04-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2019,4,Tanker,89,2,28,13,34,29.833333,31.166667,EG,2019-04-01
AS SUWAYS (EG),2019,4,Tanker,297,3,19,111,28,32.55,29.966667,EG,2019-04-01
BUR SAID (PORT SAID) (EG),2019,4,Tanker,228,13,37,103,53,32.3,31.266667,EG,2019-04-01
DAMIETTA (EG),2019,4,Tanker,10,1,2,1,3,31.75,31.483333,EG,2019-04-01
EAST ZEIT TERMINAL (EG),2019,4,Tanker,1,0,1,1,1,33.6,27.85,EG,2019-04-01
EL HAMRA OIL TERMINAL (EG),2019,4,Tanker,7,0,0,0,1,28.866667,30.983333,EG,2019-04-01
EL ISMAILIYA (EG),2019,4,Tanker,55,5,4,38,10,32.283333,30.583333,EG,2019-04-01
EL MAADIYA (EG),2019,4,Tanker,8,2,0,3,2,30.15,31.266667,EG,2019-04-01
EL TUR HARBOR (EG),2019,4,Tanker,2,0,0,2,1,33.616667,28.233333,EG,2019-04-01
EL-ADABIYA (EG),2019,4,Tanker,25,0,3,5,3,32.466667,29.866667,EG,2019-04-01
RAS ABU ZANIMAH (EG),2019,4,Tanker,5,0,0,1,0,33.116667,29.033333,EG,2019-04-01
RAS GHARIB (EG),2019,4,Tanker,2,0,1,2,1,33.1,28.35,EG,2019-04-01
RAS SHUKHIER (EG),2019,4,Tanker,5,0,1,3,1,33.283333,28.133333,EG,2019-04-01
SIDI KERIR (KURAYR) (EG),2019,4,Tanker,3,0,1,0,1,29.616667,31.1,EG,2019-04-01
WADI FEIRAN (EG),2019,4,Tanker,6,0,1,4,1,33.2,28.75,EG,2019-04-01
ZAFARANA TERMINAL (EG),2019,4,Tanker,4,0,1,2,1,32.683333,29.166667,EG,2019-04-01
ZEIT BAY LPG TERMINAL (EG),2019,4,Tanker,3,0,1,2,1,33.566667,27.8,EG,2019-04-01
KILIFI (KE),2019,4,Cargo,2,0,0,0,0,39.866667,-3.633333,KE,2019-04-01
LAMU (KE),2019,4,Cargo,3,0,0,0,0,40.9,-2.266667,KE,2019-04-01
MALINDI (KE),2019,4,Cargo,2,0,0,0,0,40.133333,-3.216667,KE,2019-04-01
MOMBASA (KE),2019,4,Cargo,91,1,1,3,1,39.666667,-4.066667,KE,2019-04-01
MOMBASA (KE),2019,4,Tanker,20,0,1,1,1,39.666667,-4.066667,KE,2019-04-01
BEIRA (MZ),2019,4,Cargo,39,0,0,2,0,34.833333,-19.833333,MZ,2019-04-01
MAPUTO (MZ),2019,4,Cargo,62,0,0,2,0,32.583333,-25.966667,MZ,2019-04-01
NACALA (MZ),2019,4,Cargo,23,0,0,2,0,40.666667,-14.533333,MZ,2019-04-01
PEMBA (MZ),2019,4,Cargo,7,0,0,0,0,40.5,-12.966667,MZ,2019-04-01
QUELIMANE (MZ),2019,4,Cargo,3,0,1,0,0,36.883333,-17.883333,MZ,2019-04-01
BEIRA (MZ),2019,4,Tanker,11,0,0,0,0,34.833333,-19.833333,MZ,2019-04-01
MAPUTO (MZ),2019,4,Tanker,11,0,0,0,0,32.583333,-25.966667,MZ,2019-04-01
MOCAMBIQUE (MZ),2019,4,Tanker,1,0,0,0,0,40.733333,-15.033333,MZ,2019-04-01
NACALA (MZ),2019,4,Tanker,10,0,0,0,0,40.666667,-14.533333,MZ,2019-04-01
PEMBA (MZ),2019,4,Tanker,1,0,0,0,0,40.5,-12.966667,MZ,2019-04-01
AZOV (RU),2019,4,Cargo,117,30,117,0,80,39.433333,47.1,RU,2019-04-01
GELENDZHIK (RU),2019,4,Cargo,2,0,2,0,0,38.066667,44.55,RU,2019-04-01
KAVKAZ OIL TERMINAL (RU),2019,4,Cargo,440,139,440,5,338,36.65,45.333333,RU,2019-04-01
NOVOROSSIYSK (RU),2019,4,Cargo,195,54,195,15,169,37.783333,44.716667,RU,2019-04-01
ROSTOV-NA-DONU (RU),2019,4,Cargo,273,52,273,0,185,39.716667,47.166667,RU,2019-04-01
TAGANROG (RU),2019,4,Cargo,86,24,86,0,66,38.95,47.2,RU,2019-04-01
TEMRYUK (RU),2019,4,Cargo,52,11,52,0,45,37.35,45.35,RU,2019-04-01
TUAPSE (RU),2019,4,Cargo,41,11,41,4,32,39.066667,44.1,RU,2019-04-01
YEYSK (RU),2019,4,Cargo,85,31,85,0,65,38.266667,46.733333,RU,2019-04-01
ADLER (RU),2019,4,Tanker,1,0,1,0,1,39.933333,43.433333,RU,2019-04-01
AZOV (RU),2019,4,Tanker,42,6,42,0,9,39.433333,47.1,RU,2019-04-01
GELENDZHIK (RU),2019,4,Tanker,1,0,1,0,0,38.066667,44.55,RU,2019-04-01
KAVKAZ OIL TERMINAL (RU),2019,4,Tanker,200,37,200,9,89,36.65,45.333333,RU,2019-04-01
NOVOROSSIYSK (RU),2019,4,Tanker,156,13,156,11,121,37.783333,44.716667,RU,2019-04-01
ROSTOV-NA-DONU (RU),2019,4,Tanker,106,14,106,0,38,39.716667,47.166667,RU,2019-04-01
TAGANROG (RU),2019,4,Tanker,31,6,31,0,13,38.95,47.2,RU,2019-04-01
TEMRYUK (RU),2019,4,Tanker,33,9,33,1,20,37.35,45.35,RU,2019-04-01
TUAPSE (RU),2019,4,Tanker,43,4,43,1,31,39.066667,44.1,RU,2019-04-01
YEYSK (RU),2019,4,Tanker,17,5,17,0,7,38.266667,46.733333,RU,2019-04-01
AL KHAIR OIL TERMINAL (SD),2019,4,Cargo,37,0,1,6,2,37.25,19.583333,SD,2019-04-01
BESHAYER OIL TERMINAL (SD),2019,4,Cargo,13,0,0,0,0,37.316667,19.4,SD,2019-04-01
SAWAKIN HARBOR (SD),2019,4,Cargo,5,0,0,0,1,37.35,19.133333,SD,2019-04-01
AL KHAIR OIL TERMINAL (SD),2019,4,Tanker,18,2,2,3,3,37.25,19.583333,SD,2019-04-01
Suez (EG),2019,4,Cargo,447,44,21,447,64,32.355877,30.44337,Suez Canal,2019-04-01
Suez (EG),2019,4,Tanker,166,8,18,166,26,32.355877,30.44337,Suez Canal,2019-04-01
MIKINDANI (TZ),2019,4,Cargo,1,0,0,0,0,40.133333,-10.266667,TZ,2019-04-01
MJIMWEMA TERMINAL (TZ),2019,4,Cargo,70,0,1,1,0,39.366667,-6.816667,TZ,2019-04-01
TANGA (TZ),2019,4,Cargo,3,0,0,0,0,39.116667,-5.083333,TZ,2019-04-01
ZANZIBAR (TZ),2019,4,Cargo,10,0,0,0,0,39.183333,-6.166667,TZ,2019-04-01
MIKINDANI (TZ),2019,4,Tanker,1,0,0,0,0,40.133333,-10.266667,TZ,2019-04-01
MJIMWEMA TERMINAL (TZ),2019,4,Tanker,13,0,0,0,0,39.366667,-6.816667,TZ,2019-04-01
ZANZIBAR (TZ),2019,4,Tanker,1,0,0,0,0,39.183333,-6.166667,TZ,2019-04-01
ALUSHTA (UA),2019,4,Cargo,3,3,3,0,3,34.416667,44.683333,UA,2019-04-01
BELGOROD-DNESTROVSKY (UA),2019,4,Cargo,4,4,1,0,3,30.366667,46.183333,UA,2019-04-01
BERDYANSK (UA),2019,4,Cargo,15,15,13,0,13,36.783333,46.75,UA,2019-04-01
CHORNOMORS KE (UA),2019,4,Cargo,2,2,1,0,0,32.7,45.516667,UA,2019-04-01
DNIPRO-BUZKYY (UA),2019,4,Cargo,21,21,2,0,16,31.883333,46.733333,UA,2019-04-01
ILLICHIVSK (UA),2019,4,Cargo,201,201,52,22,173,30.65,46.3,UA,2019-04-01
IZMAYIL (UA),2019,4,Cargo,83,83,26,0,48,28.85,45.333333,UA,2019-04-01
KERCH (UA),2019,4,Cargo,7,7,7,0,6,36.483333,45.35,UA,2019-04-01
KHERSON (UA),2019,4,Cargo,95,95,20,0,71,32.6,46.616667,UA,2019-04-01
MARIUPOL (UA),2019,4,Cargo,54,54,52,0,49,37.566667,47.083333,UA,2019-04-01
MYKOLAYIV (UA),2019,4,Cargo,141,141,34,12,126,31.983333,46.95,UA,2019-04-01
ODESA (UA),2019,4,Cargo,39,39,7,3,37,30.733333,46.483333,UA,2019-04-01
RENI (UA),2019,4,Cargo,85,85,20,0,61,28.3,45.433333,UA,2019-04-01
SEVASTOPOL (UA),2019,4,Cargo,8,8,4,0,2,33.533333,44.616667,UA,2019-04-01
SUDAK (UA),2019,4,Cargo,4,4,4,0,4,34.983333,44.85,UA,2019-04-01
UST-DUNAISK (UA),2019,4,Cargo,17,17,10,0,11,29.7,45.466667,UA,2019-04-01
YALTA (UA),2019,4,Cargo,8,8,7,0,6,34.166667,44.483333,UA,2019-04-01
YUZHNYY (UA),2019,4,Cargo,190,190,47,17,175,31.016667,46.6,UA,2019-04-01
DNIPRO-BUZKYY (UA),2019,4,Tanker,2,2,0,0,0,31.883333,46.733333,UA,2019-04-01
ILLICHIVSK (UA),2019,4,Tanker,26,26,3,4,20,30.65,46.3,UA,2019-04-01
IZMAYIL (UA),2019,4,Tanker,7,7,2,0,4,28.85,45.333333,UA,2019-04-01
KERCH (UA),2019,4,Tanker,9,9,9,0,5,36.483333,45.35,UA,2019-04-01
KHERSON (UA),2019,4,Tanker,9,9,5,0,3,32.6,46.616667,UA,2019-04-01
MARIUPOL (UA),2019,4,Tanker,5,5,5,0,1,37.566667,47.083333,UA,2019-04-01
MYKOLAYIV (UA),2019,4,Tanker,15,15,2,4,12,31.983333,46.95,UA,2019-04-01
ODESA (UA),2019,4,Tanker,13,13,0,1,13,30.733333,46.483333,UA,2019-04-01
RENI (UA),2019,4,Tanker,12,12,3,0,4,28.3,45.433333,UA,2019-04-01
SEVASTOPOL (UA),2019,4,Tanker,1,1,0,0,0,33.533333,44.616667,UA,2019-04-01
SUDAK (UA),2019,4,Tanker,1,1,1,0,1,34.983333,44.85,UA,2019-04-01
UST-DUNAISK (UA),2019,4,Tanker,1,1,0,0,0,29.7,45.466667,UA,2019-04-01
YUZHNYY (UA),2019,4,Tanker,30,30,6,4,21,31.016667,46.6,UA,2019-04-01
Bosphorus (TR),2019,5,Cargo,1277,620,566,87,1277,29.07183305,41.11833286,Bosphorus Strait,2019-05-01
Bosphorus (TR),2019,5,Tanker,369,82,247,31,369,29.07183305,41.11833286,Bosphorus Strait,2019-05-01
DJIBOUTI (DJ),2019,5,Cargo,2,1,0,0,2,43.133333,11.6,DJ,2019-05-01
DORALEH (DJ),2019,5,Cargo,100,5,2,25,7,43.083333,11.6,DJ,2019-05-01
DJIBOUTI (DJ),2019,5,Tanker,1,0,0,0,0,43.133333,11.6,DJ,2019-05-01
